,settlement_period,day_ahead_price,degraded_energy_capacity,intraday_price,import_da_vol,import_bess,export_da_vol,export_bess,soc,da_export_throughput,import_intraday_vol,import_intraday_bess,export_intraday_vol,export_intraday_bess,soc_intraday,intraday_export_throughput,energy_flow_export_da_vol,energy_flow_export_intraday_bess_vol,energy_flow_import_da_vol,energy_flow_import_intraday_bess_vol,cash_flow_export_da_vol,cash_flow_export_intraday_bess_vol,cash_flow_import_da_vol,cash_flow_import_intraday_bess_vol,cash_flow_bess_da,cash_flow_bess_intraday
2023-01-19 16:30:00,34,160.05,99.92,119.44,0.0,1.0,0.0,0.0,31.974400000000013,0.0,0.0,1.0,0.0,0.0,11.990400000000019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-19 17:00:00,35,147.01,99.92,132.12,0.0,1.0,0.0,0.0,31.974400000000013,0.0,0.0,1.0,0.0,0.0,11.990400000000019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-19 17:30:00,36,147.01,99.92,149.64,62.303058823529405,1.0,0.0,0.0,58.45320000000001,0.0,0.0,1.0,0.0,0.0,38.469200000000015,0.0,0.0,0.0,31.151529411764702,0.0,0.0,0.0,-4579.586338823528,-0.0,-4579.586338823528,0.0
2023-01-19 18:00:00,37,146.49,99.92,151.97,62.303058823529405,1.0,0.0,0.0,84.932,0.0,0.0,1.0,0.0,0.0,64.94800000000001,0.0,0.0,0.0,31.151529411764702,0.0,0.0,0.0,-4563.387543529411,-0.0,-4563.387543529411,0.0
2023-01-19 18:30:00,38,146.49,99.92,136.81,0.0,1.0,0.0,0.0,84.932,0.0,0.0,1.0,0.0,0.0,64.94800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-19 19:00:00,39,150.01,99.92,128.66,0.0,1.0,0.0,0.0,84.932,0.0,0.0,1.0,0.0,0.0,64.94800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-19 19:30:00,40,150.01,99.92,123.87,0.0,1.0,0.0,0.0,84.932,0.0,0.0,1.0,0.0,0.0,64.94800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-19 20:00:00,41,165.72,99.92,115.61,0.0,1.0,0.0,0.0,84.932,0.0,47.02117647058826,1.0,0.0,0.0,84.93200000000002,0.0,0.0,0.0,0.0,23.51058823529413,0.0,0.0,-0.0,-3197.716595155711,0.0,-3197.716595155711
2023-01-19 20:30:00,42,165.72,99.92,119.03,0.0,1.0,0.0,0.0,84.932,0.0,0.0,1.0,0.0,0.0,84.93200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-19 21:00:00,43,185.24,99.92,125.37,0.0,1.0,0.0,0.0,84.932,0.0,0.0,1.0,0.0,0.0,84.93200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-19 21:30:00,44,185.24,99.92,120.32,0.0,0.0,39.967999999999996,1.0,67.9456,19.983999999999998,0.0,1.0,0.0,0.0,67.94560000000001,19.983999999999998,16.9864,0.0,0.0,0.0,3146.560736,0.0,-0.0,-0.0,3146.560736,0.0
2023-01-19 22:00:00,45,195.0,99.92,143.96,0.0,0.0,39.967999999999996,1.0,50.959199999999996,19.983999999999998,0.0,1.0,0.0,0.0,50.9592,19.983999999999998,16.9864,0.0,0.0,0.0,3312.348,0.0,-0.0,-0.0,3312.348,0.0
2023-01-19 22:30:00,46,195.0,99.92,130.6,0.0,0.0,39.967999999999996,1.0,33.97279999999999,19.983999999999998,0.0,1.0,0.0,0.0,33.97279999999999,19.983999999999998,16.9864,0.0,0.0,0.0,3312.348,0.0,-0.0,-0.0,3312.348,0.0
2023-01-19 23:00:00,47,184.64,99.92,137.87,0.0,0.0,39.967999999999996,1.0,16.9864,19.983999999999998,0.0,1.0,0.0,0.0,16.9864,19.983999999999998,16.9864,0.0,0.0,0.0,3136.3688959999995,0.0,-0.0,-0.0,3136.3688959999995,0.0
2023-01-19 23:30:00,48,184.64,99.92,161.96,0.0,0.0,39.967999999999996,1.0,0.0,19.983999999999998,0.0,1.0,0.0,0.0,0.0,19.983999999999998,16.9864,0.0,0.0,0.0,3136.3688959999995,0.0,-0.0,-0.0,3136.3688959999995,0.0
2023-01-20 00:00:00,1,172.94,99.90400000000001,185.88,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 00:30:00,2,172.94,99.90400000000001,213.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 01:00:00,3,147.22,99.90400000000001,184.27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 01:30:00,4,147.22,99.90400000000001,208.42,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 02:00:00,5,148.67,99.90400000000001,210.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 02:30:00,6,148.67,99.90400000000001,204.36,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 03:00:00,7,127.24,99.90400000000001,196.82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 03:30:00,8,127.24,99.90400000000001,195.44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 04:00:00,9,134.09,99.90400000000001,188.22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 04:30:00,10,134.09,99.90400000000001,182.19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 05:00:00,11,130.58,99.90400000000001,176.12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 05:30:00,12,130.58,99.90400000000001,174.89,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 06:00:00,13,130.61,99.90400000000001,176.45,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 06:30:00,14,130.61,99.90400000000001,173.37,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 07:00:00,15,129.01,99.90400000000001,178.58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 07:30:00,16,129.01,99.90400000000001,182.46,100.0,1.0,0.0,0.0,42.50000000000001,0.0,0.0,0.0,0.0,1.0,42.50000000000001,0.0,0.0,0.0,50.0,0.0,0.0,0.0,-6450.5,-0.0,-6450.5,0.0
2023-01-20 08:00:00,17,129.0,99.90400000000001,160.86,100.0,1.0,0.0,0.0,85.00000000000001,0.0,0.0,0.0,0.0,1.0,85.00000000000001,0.0,0.0,0.0,50.0,0.0,0.0,0.0,-6450.0,-0.0,-6450.0,0.0
2023-01-20 08:30:00,18,129.0,99.90400000000001,184.29,17.534117647058828,1.0,0.0,0.0,92.45200000000001,0.0,0.0,1.0,2.1295818442013053e-14,0.0,92.452,1.0647909221006527e-14,0.0,9.050722837855547e-15,8.767058823529414,0.0,0.0,1.6679577117883987e-12,-1130.9505882352944,-0.0,-1130.9505882352944,1.6679577117883987e-12
2023-01-20 09:00:00,19,130.0,99.90400000000001,171.94,17.534117647058828,1.0,0.0,0.0,99.90400000000001,0.0,0.0,1.0,0.0,0.0,99.904,0.0,0.0,0.0,8.767058823529414,0.0,0.0,0.0,-1139.7176470588238,-0.0,-1139.7176470588238,0.0
2023-01-20 09:30:00,20,130.0,99.90400000000001,197.64,0.0,1.0,0.0,0.0,99.90400000000001,0.0,0.0,1.0,0.0,0.0,99.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 10:00:00,21,147.96,99.90400000000001,174.27,0.0,1.0,0.0,0.0,99.90400000000001,0.0,0.0,1.0,0.0,0.0,99.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 10:30:00,22,147.96,99.90400000000001,184.27,0.0,1.0,0.0,0.0,99.90400000000001,0.0,0.0,1.0,0.0,0.0,99.904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 11:00:00,23,165.58,99.90400000000001,197.86,0.0,1.0,0.0,0.0,99.90400000000001,0.0,0.0,0.0,39.96159999999994,1.0,79.92320000000004,19.98079999999997,0.0,16.983679999999975,0.0,0.0,0.0,3360.3909247999954,-0.0,-0.0,0.0,3360.3909247999954
2023-01-20 11:30:00,24,165.58,99.90400000000001,188.88,0.0,1.0,0.0,0.0,99.90400000000001,0.0,0.0,1.0,0.0,0.0,79.92320000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 12:00:00,25,191.84,99.90400000000001,160.82,0.0,1.0,0.0,0.0,99.90400000000001,0.0,0.0,1.0,0.0,0.0,79.92320000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 12:30:00,26,191.84,99.90400000000001,158.22,0.0,0.0,39.96160000000001,1.0,82.92032000000002,19.980800000000006,0.0,1.0,0.0,0.0,62.93952000000004,19.980800000000006,16.983680000000003,0.0,0.0,0.0,3258.1491712000006,0.0,-0.0,-0.0,3258.1491712000006,0.0
2023-01-20 13:00:00,27,195.9,99.90400000000001,179.81,0.0,0.0,39.96160000000001,1.0,65.93664000000001,19.980800000000006,0.0,1.0,0.0,0.0,45.95584000000002,19.980800000000006,16.983680000000003,0.0,0.0,0.0,3327.1029120000007,0.0,-0.0,-0.0,3327.1029120000007,0.0
2023-01-20 13:30:00,28,195.9,99.90400000000001,161.66,0.0,0.0,39.96160000000001,1.0,48.95296000000002,19.980800000000006,0.0,1.0,0.0,0.0,28.972160000000034,19.980800000000006,16.983680000000003,0.0,0.0,0.0,3327.1029120000007,0.0,-0.0,-0.0,3327.1029120000007,0.0
2023-01-20 14:00:00,29,191.29,99.90400000000001,152.52,0.0,0.0,39.96160000000001,1.0,31.96928000000002,19.980800000000006,0.0,1.0,0.0,0.0,11.988480000000033,19.980800000000006,16.983680000000003,0.0,0.0,0.0,3248.8081472000003,0.0,-0.0,-0.0,3248.8081472000003,0.0
2023-01-20 14:30:00,30,191.29,99.90400000000001,144.18,0.0,1.0,0.0,0.0,31.96928000000002,0.0,0.0,1.0,0.0,0.0,11.988480000000033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 15:00:00,31,177.51,99.90400000000001,143.65,0.0,1.0,0.0,0.0,31.96928000000002,0.0,0.0,1.0,0.0,0.0,11.988480000000033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 15:30:00,32,177.51,99.90400000000001,148.67,0.0,1.0,0.0,0.0,31.96928000000002,0.0,0.0,1.0,0.0,0.0,11.988480000000033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 16:00:00,33,164.08,99.90400000000001,146.0,0.0,1.0,0.0,0.0,31.96928000000002,0.0,0.0,1.0,0.0,0.0,11.988480000000033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 16:30:00,34,164.08,99.90400000000001,141.6,0.0,1.0,0.0,0.0,31.96928000000002,0.0,0.0,1.0,0.0,0.0,11.988480000000033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 17:00:00,35,156.92,99.90400000000001,133.61,0.0,1.0,0.0,0.0,31.96928000000002,0.0,0.0,1.0,0.0,0.0,11.988480000000033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 17:30:00,36,156.92,99.90400000000001,144.09,62.293082352941184,1.0,0.0,0.0,58.44384000000002,0.0,0.0,1.0,0.0,0.0,38.463040000000035,0.0,0.0,0.0,31.146541176470592,0.0,0.0,0.0,-4887.515241411765,-0.0,-4887.515241411765,0.0
2023-01-20 18:00:00,37,156.68,99.90400000000001,146.14,62.293082352941184,1.0,0.0,0.0,84.91840000000002,0.0,0.0,1.0,0.0,0.0,64.93760000000003,0.0,0.0,0.0,31.146541176470592,0.0,0.0,0.0,-4880.040071529413,-0.0,-4880.040071529413,0.0
2023-01-20 18:30:00,38,156.68,99.90400000000001,139.03,0.0,1.0,0.0,0.0,84.91840000000002,0.0,0.0,1.0,0.0,0.0,64.93760000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 19:00:00,39,169.22,99.90400000000001,133.57,0.0,1.0,0.0,0.0,84.91840000000002,0.0,0.0,1.0,0.0,0.0,64.93760000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 19:30:00,40,169.22,99.90400000000001,122.03,0.0,1.0,0.0,0.0,84.91840000000002,0.0,0.0,1.0,0.0,0.0,64.93760000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 20:00:00,41,176.68,99.90400000000001,123.22,0.0,1.0,0.0,0.0,84.91840000000002,0.0,0.0,1.0,0.0,0.0,64.93760000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 20:30:00,42,176.68,99.90400000000001,112.5,0.0,1.0,0.0,0.0,84.91840000000002,0.0,0.0,1.0,0.0,0.0,64.93760000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 21:00:00,43,196.6,99.90400000000001,117.78,0.0,1.0,0.0,0.0,84.91840000000002,0.0,0.0,1.0,0.0,0.0,64.93760000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-20 21:30:00,44,196.6,99.90400000000001,110.99,0.0,0.0,39.96160000000001,1.0,67.93472000000003,19.980800000000006,47.0136470588235,1.0,0.0,0.0,67.93472000000004,19.980800000000006,16.983680000000003,0.0,0.0,23.50682352941175,3338.9914880000006,0.0,-0.0,-3069.438051211071,3338.9914880000006,-3069.438051211071
2023-01-20 22:00:00,45,198.24,99.90400000000001,136.74,0.0,0.0,39.96160000000001,1.0,50.95104000000001,19.980800000000006,0.0,1.0,0.0,0.0,50.95104000000001,19.980800000000006,16.983680000000003,0.0,0.0,0.0,3366.8447232000008,0.0,-0.0,-0.0,3366.8447232000008,0.0
2023-01-20 22:30:00,46,198.24,99.90400000000001,141.81,0.0,0.0,39.96160000000001,1.0,33.967360000000006,19.980800000000006,0.0,1.0,0.0,0.0,33.967360000000006,19.980800000000006,16.983680000000003,0.0,0.0,0.0,3366.8447232000008,0.0,-0.0,-0.0,3366.8447232000008,0.0
2023-01-20 23:00:00,47,193.34,99.90400000000001,133.05,0.0,0.0,39.96160000000001,1.0,16.983680000000003,19.980800000000006,0.0,1.0,0.0,0.0,16.983680000000003,19.980800000000006,16.983680000000003,0.0,0.0,0.0,3283.6246912000006,0.0,-0.0,-0.0,3283.6246912000006,0.0
2023-01-20 23:30:00,48,193.34,99.90400000000001,125.31,0.0,0.0,39.96160000000001,1.0,0.0,19.980800000000006,0.0,1.0,0.0,0.0,0.0,19.980800000000006,16.983680000000003,0.0,0.0,0.0,3283.6246912000006,0.0,-0.0,-0.0,3283.6246912000006,0.0
2023-01-21 00:00:00,1,183.45,99.888,139.76,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 00:30:00,2,183.45,99.888,140.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 01:00:00,3,157.11,99.888,149.07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 01:30:00,4,157.11,99.888,167.26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 02:00:00,5,152.55,99.888,149.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 02:30:00,6,152.55,99.888,156.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 03:00:00,7,142.39,99.888,158.58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 03:30:00,8,142.39,99.888,143.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 04:00:00,9,140.18,99.888,155.17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 04:30:00,10,140.18,99.888,152.44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 05:00:00,11,136.23,99.888,136.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 05:30:00,12,136.23,99.888,133.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 06:00:00,13,136.26,99.888,139.09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 06:30:00,14,136.26,99.888,133.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 07:00:00,15,129.85,99.888,130.93,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 07:30:00,16,129.85,99.888,134.92,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 08:00:00,17,128.19,99.888,129.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 08:30:00,18,128.19,99.888,135.5,100.0,1.0,0.0,0.0,42.50000000000001,0.0,0.0,0.0,0.0,1.0,42.500000000000014,0.0,0.0,0.0,50.0,0.0,0.0,0.0,-6409.5,-0.0,-6409.5,0.0
2023-01-21 09:00:00,19,128.03,99.888,142.62,100.0,1.0,0.0,0.0,85.00000000000001,0.0,0.0,0.0,0.0,1.0,85.00000000000003,0.0,0.0,0.0,50.0,0.0,0.0,0.0,-6401.5,-0.0,-6401.5,0.0
2023-01-21 09:30:00,20,128.03,99.888,176.18,17.515294117647038,1.0,0.0,0.0,92.44399999999999,0.0,0.0,1.0,0.0,0.0,92.444,0.0,0.0,0.0,8.757647058823519,0.0,0.0,0.0,-1121.241552941175,-0.0,-1121.241552941175,0.0
2023-01-21 10:00:00,21,129.37,99.888,195.48,17.515294117647038,1.0,0.0,0.0,99.88799999999999,0.0,0.0,1.0,0.0,0.0,99.888,0.0,0.0,0.0,8.757647058823519,0.0,0.0,0.0,-1132.9767999999988,-0.0,-1132.9767999999988,0.0
2023-01-21 10:30:00,22,129.37,99.888,200.65,0.0,1.0,0.0,0.0,99.88799999999999,0.0,0.0,0.0,39.955200000000055,1.0,79.91039999999998,19.977600000000027,0.0,16.980960000000024,0.0,0.0,0.0,3407.229624000005,-0.0,-0.0,0.0,3407.229624000005
2023-01-21 11:00:00,23,136.29,99.888,199.82,0.0,1.0,0.0,0.0,99.88799999999999,0.0,0.0,1.0,0.0,0.0,79.91040000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 11:30:00,24,136.29,99.888,185.55,0.0,1.0,0.0,0.0,99.88799999999999,0.0,0.0,1.0,0.0,0.0,79.91040000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 12:00:00,25,149.07,99.888,178.22,0.0,1.0,0.0,0.0,99.88799999999999,0.0,0.0,1.0,0.0,0.0,79.91040000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 12:30:00,26,149.07,99.888,146.14,0.0,1.0,0.0,0.0,99.88799999999999,0.0,0.0,1.0,0.0,0.0,79.91040000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 13:00:00,27,157.54,99.888,153.71,0.0,1.0,0.0,0.0,99.88799999999999,0.0,0.0,1.0,0.0,0.0,79.91040000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 13:30:00,28,157.54,99.888,126.76,0.0,0.0,39.9552,1.0,82.90703999999998,19.9776,0.0,1.0,7.105427357601002e-15,0.0,62.92944000000001,19.977600000000002,16.98096,3.0198066269804257e-15,0.0,0.0,2675.1804383999997,3.8279068803603876e-13,-0.0,-0.0,2675.1804383999997,3.8279068803603876e-13
2023-01-21 14:00:00,29,158.55,99.888,157.94,0.0,0.0,39.9552,1.0,65.92607999999998,19.9776,0.0,1.0,7.105427357601002e-15,0.0,45.94848,19.977600000000002,16.98096,3.0198066269804257e-15,0.0,0.0,2692.331208,4.769482586652884e-13,-0.0,-0.0,2692.331208,4.769482586652884e-13
2023-01-21 14:30:00,30,158.55,99.888,148.92,0.0,0.0,39.9552,1.0,48.94511999999998,19.9776,0.0,1.0,7.105427357601002e-15,0.0,28.96752,19.977600000000002,16.98096,3.0198066269804257e-15,0.0,0.0,2692.331208,4.4970960288992494e-13,-0.0,-0.0,2692.331208,4.4970960288992494e-13
2023-01-21 15:00:00,31,150.81,99.888,147.07,0.0,0.0,39.9552,1.0,31.96415999999998,19.9776,0.0,1.0,7.105427357601002e-15,0.0,11.986559999999994,19.977600000000002,16.98096,3.0198066269804257e-15,0.0,0.0,2560.8985776,4.441229606300112e-13,-0.0,-0.0,2560.8985776,4.441229606300112e-13
2023-01-21 15:30:00,32,150.81,99.888,145.87,0.0,1.0,0.0,0.0,31.96415999999998,0.0,0.0,1.0,0.0,0.0,11.986559999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 16:00:00,33,139.46,99.888,140.15,0.0,1.0,0.0,0.0,31.96415999999998,0.0,0.0,1.0,0.0,0.0,11.986559999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 16:30:00,34,139.46,99.888,159.16,0.0,1.0,0.0,0.0,31.96415999999998,0.0,0.0,1.0,0.0,0.0,11.986559999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 17:00:00,35,132.44,99.888,148.22,0.0,1.0,0.0,0.0,31.96415999999998,0.0,0.0,1.0,0.0,0.0,11.986559999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 17:30:00,36,132.44,99.888,164.39,62.283105882352984,1.0,0.0,0.0,58.43448,0.0,0.0,1.0,0.0,0.0,38.45688000000002,0.0,0.0,0.0,31.141552941176492,0.0,0.0,0.0,-4124.387271529415,-0.0,-4124.387271529415,0.0
2023-01-21 18:00:00,37,131.17,99.888,158.79,62.283105882352984,1.0,0.0,0.0,84.90480000000001,0.0,0.0,1.0,0.0,0.0,64.92720000000004,0.0,0.0,0.0,31.141552941176492,0.0,0.0,0.0,-4084.83749929412,-0.0,-4084.83749929412,0.0
2023-01-21 18:30:00,38,131.17,99.888,151.14,0.0,1.0,0.0,0.0,84.90480000000001,0.0,0.0,1.0,0.0,0.0,64.92720000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 19:00:00,39,133.99,99.888,143.95,0.0,1.0,0.0,0.0,84.90480000000001,0.0,0.0,1.0,0.0,0.0,64.92720000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 19:30:00,40,133.99,99.888,128.35,0.0,1.0,0.0,0.0,84.90480000000001,0.0,0.0,1.0,0.0,0.0,64.92720000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
2023-01-21 20:00:00,41,144.9,99.888,144.01,0.0,1.0,0.0,0.0,84.90480000000001,0.0,0.0,1.0,0.0,0.0,64.92720000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0
